Component 1,Component 2,Time,Occurrences,Occurrences_mod,Alpha,Linewidth
-0.023065359632182807,-0.0035948692165675006,3780.0,2,4.0,1.0,1.0
-0.023051913572793042,-0.0036129591811555227,3790.0,2,4.0,1.0,1.0
-0.023052954169058934,-0.0035484892693977586,3800.0,2,4.0,1.0,1.0
-0.023144763259073747,-0.0036071274553311416,3810.0,2,4.0,1.0,1.0
-0.023077194023570256,-0.0035868113652801235,3860.0,2,4.0,1.0,1.0
-0.0043397935038717245,-0.03280293113473527,3860.0,2,4.0,1.0,1.0
-0.023029330210717087,-0.0034052557625498104,3890.0,2,4.0,1.0,1.0
-0.023067794286131045,-0.0035651921742451435,3900.0,2,4.0,1.0,1.0
-0.023084262340498762,-0.003577652264921525,3930.0,2,4.0,1.0,1.0
-0.023084711882298478,-0.0035266264375621876,3930.0,2,4.0,1.0,1.0
-0.004307471806631157,-0.03279187741491124,3930.0,2,4.0,1.0,1.0
-0.022998729208858124,-0.003568159527448801,3940.0,2,4.0,1.0,1.0
-0.004241669354949358,-0.032722585518178866,3970.0,2,4.0,1.0,1.0
-0.022998268445707355,-0.0034735565413156217,4010.0,2,4.0,1.0,1.0
-0.02302115231378933,-0.0036280115969440224,4020.0,2,4.0,1.0,1.0
-0.022850847414930063,-0.003547129052872015,4050.0,2,4.0,1.0,1.0
-0.02308296190429919,-0.003579171264471343,4060.0,2,4.0,1.0,1.0
-0.023014601052105677,-0.0035686366261674426,4060.0,2,4.0,1.0,1.0
-0.023147260131198548,-0.003601899862324518,4060.0,2,4.0,1.0,1.0
-0.02309678794587172,-0.0036173608873136484,4090.0,2,4.0,1.0,1.0
-0.02294623206372674,-0.0036722981074849117,4100.0,2,4.0,1.0,1.0
-0.02305618111480835,-0.0034174344091361755,4110.0,2,4.0,1.0,1.0
-0.022930033213603478,-0.003261005377764447,4120.0,2,4.0,1.0,1.0
-0.02310266233248939,-0.0035839515812122903,4150.0,2,4.0,1.0,1.0
-0.02309635825836242,-0.0035525116733121642,4160.0,2,4.0,1.0,1.0
-0.023094248183117574,-0.0035804161609757734,4160.0,2,4.0,1.0,1.0
-0.023041357923656847,-0.003581570377362401,4170.0,2,4.0,1.0,1.0
-0.023049839363552684,-0.003485009297986101,4170.0,2,4.0,1.0,1.0
-0.023038929043360943,-0.003539326397577109,4230.0,2,4.0,1.0,1.0
-0.02309968439328854,-0.003590052897898703,4250.0,2,4.0,1.0,1.0
-0.020864685555350586,-0.0062874364256687125,4250.0,2,4.0,1.0,1.0
-0.023096787945871725,-0.00361736088731365,4270.0,2,4.0,1.0,1.0
-0.023158623089055468,-0.0034750208841974493,4270.0,2,4.0,1.0,1.0
-0.023112712644928056,-0.0035653547736619736,4280.0,2,4.0,1.0,1.0
-0.023076600866716337,-0.0035875934346121566,4330.0,2,4.0,1.0,1.0
-0.02306693057534772,-0.0035640711072327637,4340.0,2,4.0,1.0,1.0
-0.022963236543457496,-0.0035071850013715833,4350.0,2,4.0,1.0,1.0
-0.023094440329582928,-0.003537938005532857,4360.0,2,4.0,1.0,1.0
-0.023028369707542826,-0.003548343125515246,4380.0,2,4.0,1.0,1.0
-0.023079515197819134,-0.0035834762798002866,4390.0,2,4.0,1.0,1.0
-0.023028353907402436,-0.003583857478029154,4390.0,2,4.0,1.0,1.0
-0.022992502437757262,-0.0033946128089845824,4440.0,2,4.0,1.0,1.0
-0.0230064497800864,-0.003577547558615182,4470.0,2,4.0,1.0,1.0
-0.02309685542574839,-0.0034392603245693167,4500.0,2,4.0,1.0,1.0
-0.02298448928274629,-0.00348865532753134,4500.0,2,4.0,1.0,1.0
-0.023013502303418133,-0.0036047242098006618,4520.0,2,4.0,1.0,1.0
-0.023133338191947243,-0.0036082963091452567,4530.0,2,4.0,1.0,1.0
-0.023058768485150094,-0.00352400194896232,4530.0,2,4.0,1.0,1.0
-0.023050920451986725,-0.00351430160811254,4540.0,2,4.0,1.0,1.0
-0.02308797085535809,-0.0035725481766649934,4550.0,2,4.0,1.0,1.0
-0.023015159988483358,-0.0033679223878729098,4620.0,2,4.0,1.0,1.0
-0.023094887247538245,-0.003582427304467709,4630.0,2,4.0,1.0,1.0
