Time,Population,Uninfected Naive,Uninfected Immune,Infected Naive,Infected Immune,Dead
498.0,pop,7012,2877,91,20,0
501.0,pop,6995,2876,111,18,0
504.0,pop,7032,2850,103,15,0
507.0,pop,7067,2808,90,35,0
510.0,pop,7048,2822,109,21,0
513.0,pop,7096,2797,91,16,0
516.0,pop,7121,2772,87,20,0
519.0,pop,7175,2757,52,16,0
522.0,pop,7229,2714,49,8,0
525.0,pop,7274,2653,57,16,0
528.0,pop,7320,2618,52,10,0
531.0,pop,7354,2577,60,9,0
534.0,pop,7402,2541,47,10,0
537.0,pop,7465,2492,41,2,0
540.0,pop,7484,2434,68,14,0
543.0,pop,7507,2402,75,16,0
546.0,pop,7519,2398,73,10,0
549.0,pop,7514,2384,88,14,0
552.0,pop,7492,2373,118,17,0
555.0,pop,7436,2378,155,31,0
558.0,pop,7430,2406,143,21,0
561.0,pop,7408,2446,123,23,0
564.0,pop,7379,2454,141,26,0
567.0,pop,7375,2465,132,28,0
570.0,pop,7297,2492,184,27,0
573.0,pop,7280,2521,165,34,0
576.0,pop,7292,2521,151,36,0
579.0,pop,7291,2544,135,30,0
582.0,pop,7257,2574,145,24,0
585.0,pop,7196,2598,174,32,0
588.0,pop,7188,2616,160,36,0
591.0,pop,7123,2644,191,42,0
594.0,pop,7016,2686,248,50,0
597.0,pop,6956,2770,221,53,0
600.0,pop,6856,2831,254,59,0
603.0,pop,6757,2870,301,72,0
606.0,pop,6743,2974,222,61,0
609.0,pop,6659,3050,236,55,0
612.0,pop,6634,3091,216,59,0
615.0,pop,6630,3126,195,49,0
618.0,pop,6574,3158,208,60,0
621.0,pop,6591,3212,164,33,0
624.0,pop,6544,3207,207,42,0
627.0,pop,6558,3214,179,49,0
630.0,pop,6593,3246,133,28,0
633.0,pop,6633,3229,105,33,0
636.0,pop,6654,3213,112,21,0
639.0,pop,6700,3209,80,11,0
642.0,pop,6702,3153,114,31,0
645.0,pop,6724,3129,121,26,0
648.0,pop,6766,3093,111,30,0
651.0,pop,6786,3082,106,26,0
654.0,pop,6809,3040,122,29,0
657.0,pop,6849,3043,89,19,0
660.0,pop,6890,2993,87,30,0
663.0,pop,6945,2973,63,19,0
666.0,pop,6990,2917,78,15,0
669.0,pop,6990,2888,107,15,0
672.0,pop,6977,2864,131,28,0
675.0,pop,7018,2835,120,27,0
678.0,pop,7019,2831,124,26,0
681.0,pop,6989,2829,140,42,0
684.0,pop,6980,2848,142,30,0
687.0,pop,6967,2866,138,29,0
690.0,pop,6975,2857,133,35,0
693.0,pop,6965,2849,146,40,0
696.0,pop,6987,2843,135,35,0
699.0,pop,6961,2865,146,28,0
702.0,pop,6950,2871,160,19,0
705.0,pop,6949,2851,161,39,0
708.0,pop,6887,2861,208,44,0
711.0,pop,6847,2908,199,46,0
714.0,pop,6828,2938,196,38,0
717.0,pop,6787,2969,191,53,0
720.0,pop,6833,3015,128,24,0
723.0,pop,6876,3000,106,18,0
726.0,pop,6898,2977,110,15,0
729.0,pop,6943,2948,87,22,0
732.0,pop,7012,2904,64,20,0
735.0,pop,6988,2860,126,26,0
738.0,pop,6968,2840,160,32,0
741.0,pop,6984,2832,145,39,0
744.0,pop,6982,2840,141,37,0
747.0,pop,6952,2860,154,34,0
750.0,pop,7001,2853,122,24,0
753.0,pop,7051,2833,96,20,0
756.0,pop,7081,2806,97,16,0
759.0,pop,7103,2777,98,22,0
762.0,pop,7174,2745,65,16,0
765.0,pop,7236,2691,61,12,0
768.0,pop,7281,2655,54,10,0
771.0,pop,7316,2600,67,17,0
774.0,pop,7338,2561,79,22,0
777.0,pop,7358,2540,90,12,0
780.0,pop,7341,2507,132,20,0
783.0,pop,7257,2550,165,28,0
786.0,pop,7248,2548,174,30,0
789.0,pop,7262,2586,130,22,0
792.0,pop,7241,2583,145,31,0
795.0,pop,7252,2588,128,32,0
798.0,pop,7231,2592,150,27,0
801.0,pop,7229,2615,129,27,0
804.0,pop,7190,2599,173,38,0
807.0,pop,7217,2607,141,35,0
810.0,pop,7187,2622,156,35,0
813.0,pop,7138,2665,167,30,0
816.0,pop,7068,2697,196,39,0
819.0,pop,7047,2751,167,35,0
822.0,pop,7046,2766,145,43,0
825.0,pop,7107,2768,100,25,0
828.0,pop,7126,2762,97,15,0
831.0,pop,7122,2745,110,23,0
834.0,pop,7150,2719,102,29,0
837.0,pop,7087,2727,149,37,0
840.0,pop,7134,2731,105,30,0
843.0,pop,7093,2731,151,25,0
846.0,pop,7105,2741,132,22,0
849.0,pop,7108,2734,131,27,0
852.0,pop,7058,2728,171,43,0
855.0,pop,6990,2727,231,52,0
858.0,pop,6937,2768,232,63,0
861.0,pop,6978,2786,187,49,0
864.0,pop,6979,2810,173,38,0
867.0,pop,7008,2811,143,38,0
870.0,pop,6975,2831,167,27,0
873.0,pop,6962,2862,144,32,0
876.0,pop,7000,2847,121,32,0
879.0,pop,7002,2838,135,25,0
882.0,pop,6977,2806,166,51,0
885.0,pop,6927,2856,182,35,0
888.0,pop,6920,2869,177,34,0
891.0,pop,6942,2885,130,43,0
894.0,pop,6966,2857,140,37,0
897.0,pop,7006,2858,110,26,0
900.0,pop,7003,2810,145,42,0
903.0,pop,6957,2807,175,61,0
906.0,pop,6863,2877,218,42,0
909.0,pop,6853,2903,201,43,0
912.0,pop,6810,2925,220,45,0
915.0,pop,6777,2975,202,46,0
918.0,pop,6780,2999,174,47,0
921.0,pop,6758,3015,180,47,0
924.0,pop,6747,3034,168,51,0
927.0,pop,6659,3076,223,42,0
930.0,pop,6590,3113,242,55,0
933.0,pop,6591,3143,212,54,0
936.0,pop,6573,3183,189,55,0
939.0,pop,6545,3195,200,60,0
942.0,pop,6554,3238,160,48,0
945.0,pop,6550,3274,145,31,0
948.0,pop,6591,3246,130,33,0
951.0,pop,6595,3197,149,59,0
954.0,pop,6605,3206,152,37,0
957.0,pop,6588,3184,186,42,0
960.0,pop,6557,3200,194,49,0
963.0,pop,6596,3195,158,51,0
966.0,pop,6651,3158,145,46,0
969.0,pop,6645,3166,152,37,0
972.0,pop,6624,3160,179,37,0
975.0,pop,6677,3156,137,30,0
978.0,pop,6667,3159,138,36,0
981.0,pop,6687,3132,136,45,0
984.0,pop,6695,3133,141,31,0
987.0,pop,6739,3116,112,33,0
990.0,pop,6783,3087,103,27,0
993.0,pop,6805,3050,113,32,0
996.0,pop,6806,3025,138,31,0
999.0,pop,6812,3023,143,22,0
1002.0,pop,6866,2987,127,20,0
1005.0,pop,6839,2964,155,42,0
1008.0,pop,6807,2967,188,38,0
1011.0,pop,6778,2977,205,40,0
1014.0,pop,6744,2980,222,54,0
1017.0,pop,6692,3004,237,67,0
1020.0,pop,6647,3075,233,45,0
1023.0,pop,6594,3106,239,61,0
1026.0,pop,6577,3157,207,59,0
1029.0,pop,6618,3172,152,58,0
1032.0,pop,6623,3186,146,45,0
1035.0,pop,6644,3176,147,33,0
1038.0,pop,6579,3169,195,57,0
1041.0,pop,6582,3167,191,60,0
1044.0,pop,6577,3199,177,47,0
1047.0,pop,6585,3193,170,52,0
1050.0,pop,6584,3204,164,48,0
1053.0,pop,6536,3207,198,59,0
1056.0,pop,6523,3230,185,62,0
1059.0,pop,6577,3269,122,32,0
1062.0,pop,6571,3277,127,25,0
1065.0,pop,6647,3256,72,25,0
1068.0,pop,6676,3219,86,19,0
1071.0,pop,6705,3185,87,23,0
1074.0,pop,6708,3174,101,17,0
1077.0,pop,6765,3123,98,14,0
1080.0,pop,6828,3095,64,13,0
1083.0,pop,6814,3060,110,16,0
1086.0,pop,6893,3002,83,22,0
1089.0,pop,6908,2970,101,21,0
1092.0,pop,6876,2954,136,34,0
1095.0,pop,6917,2942,115,26,0
1098.0,pop,6918,2920,136,26,0
1101.0,pop,6958,2896,114,32,0
1104.0,pop,6968,2877,125,30,0
1107.0,pop,7014,2868,94,24,0
1110.0,pop,7044,2863,73,20,0
1113.0,pop,7066,2830,80,24,0
1116.0,pop,7099,2826,59,16,0
1119.0,pop,7130,2785,69,16,0
1122.0,pop,7153,2738,91,18,0
1125.0,pop,7148,2697,129,26,0
1128.0,pop,7171,2691,115,23,0
1131.0,pop,7160,2665,150,25,0
1134.0,pop,7121,2647,182,50,0
1137.0,pop,7059,2683,218,40,0
1140.0,pop,7051,2715,191,43,0
1143.0,pop,7033,2723,204,40,0
1146.0,pop,7002,2778,183,37,0
1149.0,pop,6964,2820,181,35,0
1152.0,pop,6903,2824,221,52,0
1155.0,pop,6790,2863,285,62,0
1158.0,pop,6716,2926,277,81,0
1161.0,pop,6672,3033,240,55,0
1164.0,pop,6613,3086,239,62,0
1167.0,pop,6643,3124,184,49,0
1170.0,pop,6623,3147,189,41,0
1173.0,pop,6578,3180,201,41,0
1176.0,pop,6595,3205,156,44,0
1179.0,pop,6581,3226,153,40,0
1182.0,pop,6607,3209,139,45,0
1185.0,pop,6651,3217,105,27,0
