Time,AAAA,BBBB,BBAA,ABAA,ABBA,AABA,AABB,Other,Total
1356.0,0,13,0,0,0,0,0,0,13
1358.0,0,26,0,0,0,0,0,0,26
1360.0,0,17,0,0,0,0,0,0,17
1362.0,0,28,0,0,0,0,0,0,28
1364.0,0,20,0,0,0,0,0,0,20
1366.0,0,15,0,0,0,0,0,0,15
1368.0,0,30,0,0,0,0,0,0,30
1370.0,0,26,0,0,0,0,0,0,26
1372.0,0,32,0,0,0,0,0,0,32
1374.0,0,28,0,0,0,0,0,0,28
1376.0,0,34,0,0,0,0,0,0,34
1378.0,0,24,0,0,0,0,0,0,24
1380.0,0,21,0,0,0,0,0,0,21
1382.0,0,22,0,0,0,0,0,0,22
1384.0,0,21,0,0,0,0,0,0,21
1386.0,0,19,0,0,0,0,0,0,19
1388.0,0,30,0,0,0,0,0,0,30
1390.0,0,22,0,0,0,0,0,0,22
1392.0,0,21,0,0,0,0,0,0,21
1394.0,0,31,0,0,0,0,0,0,31
1396.0,0,39,0,0,0,0,0,0,39
1398.0,0,30,0,0,0,0,0,0,30
1400.0,0,28,0,0,0,0,0,0,28
1402.0,0,17,0,0,0,0,0,0,17
1404.0,0,20,0,0,0,0,0,0,20
1406.0,0,30,0,0,0,0,0,0,30
1408.0,0,34,0,0,0,0,0,0,34
1410.0,0,20,0,0,0,0,0,0,20
1412.0,0,24,0,0,0,0,0,0,24
1414.0,0,26,0,0,0,0,0,0,26
1416.0,0,24,0,0,0,0,0,0,24
1418.0,0,22,0,0,0,0,0,0,22
1420.0,0,26,0,0,0,0,0,0,26
1422.0,0,27,0,0,0,0,0,0,27
1424.0,0,27,0,0,0,0,0,0,27
1426.0,0,26,0,0,0,0,0,0,26
1428.0,0,24,0,0,0,0,0,0,24
1430.0,0,41,0,0,0,0,0,0,41
1432.0,0,36,0,0,0,0,0,0,36
1434.0,0,22,0,0,0,0,0,0,22
1436.0,0,24,0,0,0,0,0,0,24
1438.0,0,41,0,0,0,0,0,0,41
1440.0,0,25,0,0,0,0,0,0,25
1442.0,0,26,0,0,0,0,0,0,26
1444.0,0,28,0,0,0,0,0,0,28
1446.0,0,29,0,0,0,0,0,0,29
1448.0,0,25,0,0,0,0,0,0,25
1450.0,0,28,0,0,0,0,0,0,28
1452.0,0,28,0,0,0,0,0,0,28
1454.0,0,21,0,0,0,0,0,0,21
1456.0,0,22,0,0,0,0,0,0,22
1458.0,0,23,0,0,0,0,0,3,26
1460.0,0,27,0,0,0,0,0,0,27
1462.0,0,29,0,0,0,0,0,1,30
1464.0,0,20,0,0,0,0,0,0,20
1466.0,0,29,0,0,0,0,0,0,29
1468.0,0,21,0,0,0,0,0,1,22
1470.0,0,21,0,0,0,0,0,1,22
1472.0,0,27,0,0,0,0,0,0,27
1474.0,0,26,0,0,0,0,0,0,26
1476.0,0,27,0,0,0,0,0,0,27
1478.0,0,33,0,0,0,0,0,0,33
1480.0,0,27,0,0,0,0,0,0,27
1482.0,0,26,0,0,0,0,0,0,26
1484.0,0,37,0,0,0,0,0,0,37
1486.0,0,29,0,0,0,0,0,0,29
1488.0,0,27,0,0,0,0,0,0,27
1490.0,0,24,0,0,0,0,0,0,24
1492.0,0,26,0,0,0,0,0,0,26
1494.0,0,16,0,0,0,0,0,0,16
1496.0,0,28,0,0,0,0,0,0,28
1498.0,0,21,0,0,0,0,0,0,21
1500.0,0,26,0,0,0,0,0,0,26
