Time,AAAA,BBBB,BBAA,ABAA,BAAA,ABBA,AABA,AAAB,Other,Total
117.4,154,0,0,35,1,0,2,8,0,200
117.6,154,0,0,35,1,0,2,8,0,200
117.8,154,0,0,35,1,0,2,8,0,200
118.0,154,0,0,35,1,0,2,8,0,200
118.2,154,0,0,34,1,0,2,8,0,199
118.4,153,0,0,34,1,0,2,8,0,198
118.6,155,0,0,34,1,0,2,8,0,200
118.8,155,0,0,34,1,0,2,8,0,200
119.0,155,0,0,34,1,0,2,8,0,200
119.2,155,0,0,34,1,0,2,8,0,200
119.4,155,0,0,34,1,0,2,8,0,200
119.6,155,0,0,34,1,0,2,8,0,200
119.8,155,0,0,34,1,0,2,8,0,200
120.0,155,0,0,34,1,0,2,8,0,200
120.2,155,0,0,34,1,0,2,8,0,200
120.4,155,0,0,34,1,0,2,8,0,200
120.6,155,0,0,34,1,0,2,8,0,200
120.8,155,0,0,34,1,0,2,8,0,200
121.0,155,0,0,34,1,0,2,8,0,200
121.2,154,0,0,34,1,0,2,8,0,199
121.4,154,0,0,34,1,0,2,8,0,199
121.6,155,0,0,34,1,0,2,8,0,200
121.8,155,0,0,34,1,0,2,8,0,200
122.0,155,0,0,34,1,0,2,8,0,200
122.2,155,0,0,34,1,0,2,8,0,200
122.4,155,0,0,34,1,0,2,8,0,200
122.6,155,0,0,34,1,0,2,8,0,200
122.8,155,0,0,34,1,0,2,8,0,200
123.0,155,0,0,34,1,0,2,8,0,200
123.2,155,0,0,34,1,0,2,8,0,200
123.4,155,0,0,34,1,0,2,8,0,200
123.6,155,0,0,34,1,0,2,8,0,200
123.8,155,0,0,34,1,0,2,8,0,200
124.0,155,0,0,34,1,0,2,8,0,200
124.2,155,0,0,34,1,0,2,8,0,200
124.4,155,0,0,34,1,0,2,8,0,200
124.6,155,0,0,34,1,0,2,8,0,200
124.8,155,0,0,34,1,0,2,8,0,200
125.0,155,0,0,34,1,0,2,8,0,200
125.2,154,0,0,34,1,0,2,8,0,199
125.4,154,0,0,34,1,0,2,8,0,199
125.6,155,0,0,34,1,0,2,8,0,200
125.8,155,0,0,34,1,0,2,8,0,200
126.0,155,0,0,34,1,0,2,8,0,200
126.2,155,0,0,34,1,0,2,8,0,200
126.4,155,0,0,34,1,0,2,8,0,200
126.6,155,0,0,34,1,0,2,8,0,200
126.8,155,0,0,34,1,0,2,8,0,200
127.0,155,0,0,34,1,0,2,8,0,200
127.2,155,0,0,34,1,0,2,8,0,200
127.4,155,0,0,34,1,0,2,8,0,200
127.6,155,0,0,34,1,0,2,8,0,200
127.8,155,0,0,34,1,0,2,8,0,200
128.0,155,0,0,33,1,0,2,8,0,199
128.2,155,0,0,33,1,0,2,8,0,199
128.4,155,0,0,33,1,0,2,8,0,199
128.6,155,0,0,33,1,0,2,8,0,199
128.8,155,0,0,33,1,0,2,8,0,199
129.0,155,0,0,33,1,0,2,8,0,199
129.2,155,0,0,33,1,0,2,8,0,199
129.4,155,0,0,33,1,0,2,8,0,199
129.6,155,0,0,33,1,0,2,8,0,199
129.8,155,0,0,33,1,0,2,8,0,199
130.0,156,0,0,33,1,0,2,8,0,200
130.2,156,0,0,33,1,0,2,8,0,200
130.4,156,0,0,33,1,0,2,8,0,200
130.6,156,0,0,33,1,0,2,8,0,200
130.8,156,0,0,33,1,0,2,8,0,200
131.0,156,0,0,33,1,0,2,8,0,200
131.2,156,0,0,33,1,0,2,8,0,200
131.4,156,0,0,33,1,0,2,8,0,200
131.6,156,0,0,33,1,0,2,8,0,200
131.8,156,0,0,33,1,0,2,8,0,200
132.0,156,0,0,33,1,0,2,8,0,200
132.2,156,0,0,33,1,0,2,8,0,200
132.4,156,0,0,33,1,0,2,8,0,200
132.6,156,0,0,33,1,0,2,8,0,200
132.8,154,0,0,33,1,0,2,8,0,198
133.0,154,0,0,33,1,0,2,8,0,198
133.2,154,0,0,33,1,0,2,8,0,198
133.4,154,0,0,33,1,0,2,8,0,198
133.6,154,0,0,33,1,0,2,8,0,198
133.8,154,0,0,33,1,0,2,8,0,198
134.0,155,0,0,33,1,0,2,8,0,199
134.2,155,0,0,33,1,0,2,8,0,199
134.4,155,0,0,33,1,0,2,8,0,199
134.6,155,0,0,33,1,0,2,8,0,199
134.8,155,0,0,33,1,0,2,8,0,199
135.0,155,0,0,33,1,0,2,8,0,199
135.2,155,0,0,33,1,0,2,8,0,199
135.4,155,0,0,33,1,0,2,8,0,199
135.6,155,0,0,33,1,0,2,8,0,199
135.8,155,0,0,33,1,0,2,8,0,199
136.0,155,0,0,33,1,0,2,8,0,199
136.2,155,0,0,33,1,0,2,8,0,199
136.4,155,0,0,33,1,0,2,8,0,199
136.6,155,0,0,33,1,0,2,8,0,199
136.8,155,0,0,33,1,0,2,8,0,199
137.0,155,0,0,33,1,0,2,8,0,199
137.2,155,0,0,33,1,0,2,8,0,199
137.4,155,0,0,33,1,0,2,8,0,199
137.6,155,0,0,33,1,0,2,8,0,199
137.8,155,0,0,33,1,0,2,8,0,199
138.0,155,0,0,33,1,0,2,8,0,199
138.2,155,0,0,33,1,0,2,8,0,199
138.4,155,0,0,33,1,0,2,8,0,199
138.6,155,0,0,33,1,0,2,8,0,199
138.8,155,0,0,33,1,0,2,8,0,199
139.0,155,0,0,33,1,0,2,8,0,199
139.2,155,0,0,33,1,0,2,8,0,199
139.4,155,0,0,33,1,0,2,8,0,199
139.6,155,0,0,33,1,0,2,8,0,199
139.8,155,0,0,33,1,0,2,8,0,199
140.0,155,0,0,33,1,0,2,8,0,199
140.2,155,0,0,33,1,0,2,8,0,199
140.4,155,0,0,33,1,0,2,8,0,199
140.6,155,0,0,33,1,0,2,8,0,199
140.8,155,0,0,33,1,0,2,8,0,199
141.0,155,0,0,33,1,0,2,8,0,199
141.2,155,0,0,33,1,0,2,8,0,199
141.4,155,0,0,33,1,0,2,8,0,199
141.6,155,0,0,33,1,0,2,8,0,199
141.8,155,0,0,33,1,0,2,8,0,199
142.0,155,0,0,33,1,0,2,8,0,199
142.2,155,0,0,33,1,0,2,8,0,199
142.4,155,0,0,33,1,0,2,8,0,199
142.6,155,0,0,33,1,0,2,8,0,199
142.8,155,0,0,33,1,0,2,8,0,199
143.0,155,0,0,33,1,0,2,8,0,199
143.2,155,0,0,33,1,0,2,8,0,199
143.4,155,0,0,33,1,0,2,8,0,199
143.6,155,0,0,33,1,0,2,8,0,199
143.8,155,0,0,33,1,0,2,8,0,199
144.0,155,0,0,33,1,0,2,8,0,199
144.2,155,0,0,33,1,0,2,8,0,199
144.4,155,0,0,33,1,0,2,8,0,199
144.6,155,0,0,33,1,0,2,8,0,199
144.8,155,0,0,33,1,0,2,8,0,199
145.0,155,0,0,33,1,0,2,8,0,199
145.2,154,0,0,33,1,0,2,8,0,198
145.4,154,0,0,33,1,0,2,8,0,198
145.6,154,0,0,33,1,0,2,8,0,198
145.8,154,0,0,33,1,0,2,8,0,198
146.0,154,0,0,33,1,0,2,8,0,198
146.2,154,0,0,33,1,0,2,8,0,198
146.4,155,0,0,33,1,0,2,8,0,199
146.6,155,0,0,33,1,0,2,8,0,199
146.8,155,0,0,33,1,0,2,8,0,199
147.0,155,0,0,33,1,0,2,8,0,199
147.2,155,0,0,33,1,0,2,8,0,199
147.4,155,0,0,33,1,0,2,8,0,199
147.6,155,0,0,33,1,0,2,8,0,199
147.8,154,0,0,33,1,0,2,8,0,198
148.0,155,0,0,33,1,0,2,8,0,199
148.2,155,0,0,33,1,0,2,8,0,199
148.4,155,0,0,33,1,0,2,8,0,199
148.6,155,0,0,33,1,0,2,8,0,199
148.8,155,0,0,33,1,0,2,8,0,199
149.0,155,0,0,33,1,0,2,8,0,199
149.2,155,0,0,33,1,0,2,8,0,199
149.4,155,0,0,33,1,0,2,8,0,199
149.6,155,0,0,33,1,0,2,8,0,199
149.8,154,0,0,34,1,0,2,8,0,199
150.0,154,0,0,34,1,0,2,8,0,199
